x,is_drift,p_value
0.883653521921267,0,0
1.175026176362,0,0
1.32033064893599,0,0
0.786828694400838,0,0
0.56444349729387,0,0
0.860521715180834,0,0
1.02997394847904,0,0
1.16371768639188,0,0
1.08264640982161,0,0
0.872966051282747,0,0
0.999580523443897,0,0
1.10902958569655,0,0
1.2725508332515,0,0
1.262064079815,0,0
1.09051065229478,0,0
0.867820836052144,0,0
0.735592526367824,0,0
0.832310726279594,0,0
0.723183473331052,0,0
1.08727367242172,0,0
0.63578902170563,0,0
0.673402150198566,0,0
1.00113923447542,0,0
1.16785260306279,0,0
1.24385629093782,0,0
1.00958797116097,0,0
1.00961152114815,0,0
0.573209504151912,0,0
1.06206904194352,0,0
1.05079613495429,0,0
1.0614347380106,0,0
1.06087429112501,0,0
0.827732168623822,0,0
0.789237904465717,0,0
1.05787549267986,0,0
1.08312368059207,0,0
0.786135500902727,0,0
1.05074120484192,0,0
1.09156596271612,0,0
1.07659288550203,0,0
0.655422368052963,0,0
1.00491443643021,0,0
0.882392426613795,0,0
0.988835469411139,0,0
0.679639319982013,0,0
0.738966587605881,0,0
0.719931526972967,0,0
1.27733022862288,0,0
0.788951925078887,0,0
1.18471685677465,0,0
1.06193552951034,0,0
1.09747110986313,0,0
1.22046134268217,0,0
1.3667028633759,0,0
0.812476569893679,0,0
1.02730005215726,0,0
0.923658070306706,0,0
0.788339737719545,0,0
0.855443360642523,0,0
1.40317778273459,0,0
0.911865743630546,0,0
1.22470679538163,0,0
1.04968176068688,0,0
1.0091454704506,0,0
0.705791332253588,0,0
0.983335925214011,0,0
0.838720136146544,0,0
1.32528066852859,0,0
0.802123000776573,0,0
0.973563009119853,0,0
1.02311739324829,0,0
0.952241476012999,0,0
0.633810673839022,0,0
1.10356770382253,0,0
0.875958999922666,0,0
1.24074805823406,0,0
0.941629240111175,0,0
0.82807080059043,0,0
0.719526958276816,0,0
1.27715862814202,0,0
1.24814153611793,0,0
1.12156073067963,0,0
0.763395483518821,0,0
0.788664566481724,0,0
1.00898345590666,0,0
1.18421778391397,0,0
1.1005511486164,0,0
0.826317617708292,0,0
1.32281217998821,0,0
1.12883550118123,0,0
0.929722002624425,0,0
1.17643596925073,0,0
1.07942641686485,0,0
0.889188381846667,0,0
1.12228605309093,0,0
0.723186647574456,0,0
1.15721043928425,0,0
0.94460502423806,0,0
0.912991565169118,0,0
1.351068937744,0,0
1.37952735595517,0,0
0.853434533213342,0,0
1.23426368402394,0,0
1.11253053106253,0,0
0.702389043208451,0,0
